 0, 0.001, -0.09307
 0, 0.101, -0.05919
 0, 0.201, -0.06499
 0, 0.301, -0.07318
 0, 0.401, -0.06329
 0, 0.501, -0.06735
 0, 0.601, -0.06971
 0, 0.701, -0.0694
 0, 0.801, -0.07199
 0, 0.901, -0.07536
 0, 1.001, -0.14948
 0, 1.101, -0.1134
 0, 1.201, -0.14624
 0, 1.301, -0.16787
 0, 1.401, -0.10956
 0, 1.501, -0.12968
 0, 1.601, -0.174
 0, 1.701, -0.1677
 0, 1.801, -0.14147
 0, 1.901, -0.13707
 0.1, 0.001, -0.06693
 0.1, 0.101, -0.05243
 0.1, 0.201, -0.06556
 0.1, 0.301, -0.0755
 0.1, 0.401, -0.08145
 0.1, 0.501, -0.06943
 0.1, 0.601, -0.07877
 0.1, 0.701, -0.06707
 0.1, 0.801, -0.07931
 0.1, 0.901, -0.09665
 0.1, 1.001, -0.1941
 0.1, 1.101, -0.16512
 0.1, 1.201, -0.16494
 0.1, 1.301, -0.13938
 0.1, 1.401, -0.14906
 0.1, 1.501, -0.16836
 0.1, 1.601, -0.21786
 0.1, 1.701, -0.21419
 0.1, 1.801, -0.14163
 0.1, 1.901, -0.15565
 0.2, 0.001, -0.05375
 0.2, 0.101, -0.06419
 0.2, 0.201, -0.06636
 0.2, 0.301, -0.07323
 0.2, 0.401, -0.07464
 0.2, 0.501, -0.10764
 0.2, 0.601, -0.07108
 0.2, 0.701, -0.0762
 0.2, 0.801, -0.07379
 0.2, 0.901, -0.07808
 0.2, 1.001, -0.17392
 0.2, 1.101, -0.16232
 0.2, 1.201, -0.19527
 0.2, 1.301, -0.14586
 0.2, 1.401, -0.18995
 0.2, 1.501, -0.13368
 0.2, 1.601, -0.13939
 0.2, 1.701, -0.15957
 0.2, 1.801, -0.17221
 0.2, 1.901, -0.22475
 0.3, 0.001, -0.0647
 0.3, 0.101, -0.06612
 0.3, 0.201, -0.06516
 0.3, 0.301, -0.06981
 0.3, 0.401, -0.08679
 0.3, 0.501, -0.09504
 0.3, 0.601, -0.09305
 0.3, 0.701, -0.08484
 0.3, 0.801, -0.10519
 0.3, 0.901, -0.08052
 0.3, 1.001, -0.14511
 0.3, 1.101, -0.16393
 0.3, 1.201, -0.1526
 0.3, 1.301, -0.18985
 0.3, 1.401, -0.15711
 0.3, 1.501, -0.19179
 0.3, 1.601, -0.26564
 0.3, 1.701, -0.21641
 0.3, 1.801, -0.26152
 0.3, 1.901, -0.30382
 0.4, 0.001, -0.06187
 0.4, 0.101, -0.06008
 0.4, 0.201, -0.06152
 0.4, 0.301, -0.06798
 0.4, 0.401, -0.07125
 0.4, 0.501, -0.07096
 0.4, 0.601, -0.1052
 0.4, 0.701, -0.0887
 0.4, 0.801, -0.09129
 0.4, 0.901, -0.08485
 0.4, 1.001, -0.17091
 0.4, 1.101, -0.14393
 0.4, 1.201, -0.22748
 0.4, 1.301, -0.20749
 0.4, 1.401, -0.20007
 0.4, 1.501, -0.15238
 0.4, 1.601, -0.16839
 0.4, 1.701, -0.21675
 0.4, 1.801, -0.17004
 0.4, 1.901, -0.17848
 0.5, 0.001, -0.05645
 0.5, 0.101, -0.05934
 0.5, 0.201, -0.05672
 0.5, 0.301, -0.07292
 0.5, 0.401, -0.08904
 0.5, 0.501, -0.08126
 0.5, 0.601, -0.07165
 0.5, 0.701, -0.10821
 0.5, 0.801, -0.09265
 0.5, 0.901, -0.10733
 0.5, 1.001, -0.09931
 0.5, 1.101, -0.15118
 0.5, 1.201, -0.15421
 0.5, 1.301, -0.1541
 0.5, 1.401, -0.15429
 0.5, 1.501, -0.16946
 0.5, 1.601, -0.22324
 0.5, 1.701, -0.17588
 0.5, 1.801, -0.20817
 0.5, 1.901, -0.19511
 0.6, 0.001, -0.04502
 0.6, 0.101, -0.06399
 0.6, 0.201, -0.06941
 0.6, 0.301, -0.08793
 0.6, 0.401, -0.08204
 0.6, 0.501, -0.07371
 0.6, 0.601, -0.08957
 0.6, 0.701, -0.11648
 0.6, 0.801, -0.09292
 0.6, 0.901, -0.08642
 0.6, 1.001, -0.16934
 0.6, 1.101, -0.12369
 0.6, 1.201, -0.11124
 0.6, 1.301, -0.14795
 0.6, 1.401, -0.11494
 0.6, 1.501, -0.19959
 0.6, 1.601, -0.18565
 0.6, 1.701, -0.14015
 0.6, 1.801, -0.20712
 0.6, 1.901, -0.2915
 0.7, 0.001, -0.05429
 0.7, 0.101, -0.06434
 0.7, 0.201, -0.06846
 0.7, 0.301, -0.08483
 0.7, 0.401, -0.09545
 0.7, 0.501, -0.10318
 0.7, 0.601, -0.11205
 0.7, 0.701, -0.084
 0.7, 0.801, -0.09158
 0.7, 0.901, -0.08408
 0.7, 1.001, -0.14208
 0.7, 1.101, -0.13844
 0.7, 1.201, -0.15738
 0.7, 1.301, -0.17014
 0.7, 1.401, -0.16788
 0.7, 1.501, -0.15459
 0.7, 1.601, -0.13347
 0.7, 1.701, -0.18985
 0.7, 1.801, -0.15744
 0.7, 1.901, -0.23157
 0.8, 0.001, -0.04511
 0.8, 0.101, -0.06265
 0.8, 0.201, -0.0578
 0.8, 0.301, -0.09505
 0.8, 0.401, -0.09651
 0.8, 0.501, -0.07075
 0.8, 0.601, -0.09547
 0.8, 0.701, -0.08562
 0.8, 0.801, -0.11268
 0.8, 0.901, -0.11257
 0.8, 1.001, -0.13096
 0.8, 1.101, -0.12371
 0.8, 1.201, -0.12935
 0.8, 1.301, -0.13757
 0.8, 1.401, -0.1569
 0.8, 1.501, -0.15085
 0.8, 1.601, -0.19355
 0.8, 1.701, -0.14699
 0.8, 1.801, -0.20782
 0.8, 1.901, -0.25395
 0.9, 0.001, -0.04701
 0.9, 0.101, -0.05323
 0.9, 0.201, -0.06252
 0.9, 0.301, -0.07229
 0.9, 0.401, -0.0943
 0.9, 0.501, -0.09046
 0.9, 0.601, -0.11872
 0.9, 0.701, -0.12093
 0.9, 0.801, -0.10369
 0.9, 0.901, -0.10533
 0.9, 1.001, -0.11748
 0.9, 1.101, -0.15215
 0.9, 1.201, -0.12287
 0.9, 1.301, -0.10015
 0.9, 1.401, -0.16439
 0.9, 1.501, -0.16436
 0.9, 1.601, -0.145
 0.9, 1.701, -0.22124
 0.9, 1.801, -0.20689
 0.9, 1.901, -0.26024
 1.0, 0.001, -0.04249
 1.0, 0.101, -0.05959
 1.0, 0.201, -0.06337
 1.0, 0.301, -0.06537
 1.0, 0.401, -0.09681
 1.0, 0.501, -0.08542
 1.0, 0.601, -0.09637
 1.0, 0.701, -0.0964
 1.0, 0.801, -0.11656
 1.0, 0.901, -0.07407
 1.0, 1.001, -0.11223
 1.0, 1.101, -0.17438
 1.0, 1.201, -0.13206
 1.0, 1.301, -0.11247
 1.0, 1.401, -0.12525
 1.0, 1.501, -0.22091
 1.0, 1.601, -0.16877
 1.0, 1.701, -0.1706
 1.0, 1.801, -0.18272
 1.0, 1.901, -0.20086
