0, 0.001, -0.107
0, 0.101, -0.107
0, 1.601, -0.211
0, 1.401, -0.153
0, 0.701, -0.175
0, 1.001, -0.218
0, 1.801, -0.139
0.1, 1.601, -0.227
0.1, 1.101, -0.245
0, 1.901, -0.176
0, 1.701, -0.191
0, 1.501, -0.132
0, 1.301, -0.225
0, 0.901, -0.052
0, 1.101, -0.212
0.1, 1.701, -0.15
0.1, 1.001, -0.183
0.1, 0.801, -0.183
0.1, 0.701, -0.137
0.1, 0.201, -0.105
0, 0.601, -0.099
0, 0.201, -0.081
0.1, 1.301, -0.211
0.1, 1.901, -0.222
0, 0.501, -0.127
0, 0.801, -0.076
0, 1.201, -0.11
0.1, 0.901, -0.135
0.1, 0.601, -0.101
0, 0.401, -0.068
0.3, 1.101, -0.175
0.1, 1.801, -0.251
0.2, 1.901, -0.26
0, 0.301, -0.127
0.2, 1.601, -0.239
0.2, 0.201, -0.077
0.1, 0.401, -0.139
0.1, 0.301, -0.094
0.2, 0.901, -0.084
0.2, 1.501, -0.15
0.1, 0.501, -0.121
0.1, 1.401, -0.185
0.2, 1.201, -0.177
0.1, 1.201, -0.176
0.2, 0.601, -0.107
0.1, 1.501, -0.187
0.2, 0.301, -0.142
0.2, 1.001, -0.153
0.1, 0.001, -0.115
0.2, 1.401, -0.221
0.1, 0.101, -0.095
0.2, 1.801, -0.206
0.2, 0.001, -0.096
0.2, 1.301, -0.22
0.3, 0.801, -0.126
0.2, 0.701, -0.042
0.2, 1.101, -0.126
0.2, 1.701, -0.223
0.2, 0.801, -0.123
0.3, 1.501, -0.15
0.3, 1.601, -0.189
0.3, 1.701, -0.125
0.2, 0.501, -0.118
0.3, 1.801, -0.219
0.2, 0.101, -0.117
0.3, 1.401, -0.097
0.2, 0.401, -0.106
0.3, 1.001, -0.11
0.3, 0.201, -0.112
0.3, 1.301, -0.139
0.3, 0.901, -0.119
0.4, 1.801, -0.284
0.3, 1.901, -0.243
0.3, 1.201, -0.243
0.3, 0.001, -0.119
0.3, 0.501, -0.084
0.4, 0.101, -0.099
0.4, 1.501, -0.166
0.4, 0.001, -0.103
0.4, 1.701, -0.292
